Agent名称,发送的prompt,收到的内容,回合
A018_PA_RR,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
请严格遵循：你的回复第一行必须是：Agent=A018_PA_RR | Round=33。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A018_PA_RR | Round=33
【本周行动】你现在扮演：罗伊罗杰门店值班经理（州别：PA，连锁：罗伊罗杰）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A018_PA_RR | Round=33
大雪：缩时营业、弹性排班，外送自取优先，保安全营收。
薯源紧缺：薯条限购小份，导流沙拉豆子，临涨5%保毛利。
节促：话术台卡推套餐，首两天客单+6%，继续跟踪。",33
A019_PA_RR,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
请严格遵循：你的回复第一行必须是：Agent=A019_PA_RR | Round=33。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A019_PA_RR | Round=33
【本周行动】你现在扮演：罗伊罗杰门店值班经理（州别：PA，连锁：罗伊罗杰）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A019_PA_RR | Round=33
执行总部节促，统一话术；日结追踪转化反馈。
薯源紧缺，微调价+替代配菜，优先高峰供给控毛利。
大雪：缩时营业、精简排班，主推外送；清雪防滑。",33
A020_PA_RR,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
请严格遵循：你的回复第一行必须是：Agent=A020_PA_RR | Round=33。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A020_PA_RR | Round=33
【本周行动】你现在扮演：罗伊罗杰门店值班经理（州别：PA，连锁：罗伊罗杰）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A020_PA_RR | Round=33
大雪：营业至20点，合班；近距到岗+路边取餐，扫雪防滑
土豆紧缺：停烤土豆，薯条限量；引导换配凉拌/沙拉，保价控损
促销周：话术+端架；客单+10%，续跟踪外卖加推",33
A001_NJ_BK,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A001_NJ_BK | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A001_NJ_BK | Round=34
【本周行动】你现在扮演：汉堡王门店值班经理（州别：NJ，连锁：汉堡王）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A001_NJ_BK | Round=34
1) 调整时薪与排班，确保合规与士气，压控人工占比。
2) 全面执行节日促销，重点推双人餐，日终回传转化数据。
3) 薯条紧缺，优先锁补货，临时限购与份量微调，主推洋葱圈保毛利。",34
A002_NJ_BK,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A002_NJ_BK | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A002_NJ_BK | Round=34
【本周行动】你现在扮演：汉堡王门店值班经理（州别：NJ，连锁：汉堡王）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A002_NJ_BK | Round=34
核对并上调未达标时薪，非高峰缩班1人控人时成本；执行总部节日促销，备足物料与海报，日报销量与毛利反馈；薯条每单限1份，推荐替换配菜/套餐换购，严控报损与油耗。",34
A003_NJ_BK,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A003_NJ_BK | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A003_NJ_BK | Round=34
【本周行动】你现在扮演：汉堡王门店值班经理（州别：NJ，连锁：汉堡王）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A003_NJ_BK | Round=34
时薪已同步，核对打卡与薪资，控工时降成本。
执行节促，物料到位；顾客接受度一般，晚高峰加推。
薯条限大份、严控份量，推荐洋葱圈/苹果片，动态调拨。",34
A004_NJ_BK,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A004_NJ_BK | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A004_NJ_BK | Round=34
【本周行动】你现在扮演：汉堡王门店值班经理（州别：NJ，连锁：汉堡王）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","（请求失败） HTTP 500 {""status"": 500, ""error"": ""Remote end closed connection without response""}",34
A005_NJ_BK,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A005_NJ_BK | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A005_NJ_BK | Round=34
【本周行动】你现在扮演：汉堡王门店值班经理（州别：NJ，连锁：汉堡王）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A005_NJ_BK | Round=34
- 按新最低工资校正时薪与排班，控加班与空班工时。
- 节日促销落地：物料上墙、收银推介，高峰加1人；日报反馈。
- 薯条紧缺：提前下单，限售大薯/主推洋葱圈，POS/APP同步。",34
A006_NJ_BK,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A006_NJ_BK | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A006_NJ_BK | Round=34
【本周行动】你现在扮演：汉堡王门店值班经理（州别：NJ，连锁：汉堡王）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","（请求失败） HTTP 500 {""status"": 500, ""error"": ""Remote end closed connection without response""}",34
A007_NJ_KFC,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A007_NJ_KFC | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A007_NJ_KFC | Round=34
【本周行动】你现在扮演：肯德基门店值班经理（州别：NJ，连锁：肯德基）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A007_NJ_KFC | Round=34
核对时薪打卡，削减低峰工时控本合规。
节日促销全员执行，客单+6%，持续优化话术。
限制大份薯条/加量，推荐玉米等替代，下调订货控损。",34
A008_NJ_KFC,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A008_NJ_KFC | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A008_NJ_KFC | Round=34
【本周行动】你现在扮演：肯德基门店值班经理（州别：NJ，连锁：肯德基）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A008_NJ_KFC | Round=34
核对全员时薪按新标准执行，及时补差并调整班表控成本。
执行节日促销：物料陈列口播统一，转化率日报。
薯条限购/替换配菜，优化订货产出降报废。",34
A009_NJ_KFC,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A009_NJ_KFC | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A009_NJ_KFC | Round=34
【本周行动】你现在扮演：肯德基门店值班经理（州别：NJ，连锁：肯德基）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A009_NJ_KFC | Round=34
全员时薪即刻同步并核对补差，压缩低效时段与加班。
节日促销：班前口径演练+陈列到位，设日目标并日报复盘。
薯类紧缺：限售大份薯条优先套餐，引导替换配菜，调整订货预测。",34
A010_NJ_KFC,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“NJ最低工资上调”已生效；范围=NJ；约25%门店在0~2周内滞后执行）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
请严格遵循：你的回复第一行必须是：Agent=A010_NJ_KFC | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A010_NJ_KFC | Round=34
【本周行动】你现在扮演：肯德基门店值班经理（州别：NJ，连锁：肯德基）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A010_NJ_KFC | Round=34
核对时薪补差，调班次工时，确保合规控人工。
假期促销：价签海报到位，前台口播搭配推荐，日报反馈。
土豆类：停大份薯条与加量，套餐改配玉米/沙拉，控库存到货。",34
A011_PA_KFC,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
请严格遵循：你的回复第一行必须是：Agent=A011_PA_KFC | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A011_PA_KFC | Round=34
【本周行动】你现在扮演：肯德基门店值班经理（州别：PA，连锁：肯德基）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A011_PA_KFC | Round=34
1.大雪：压缩营业与人手，主攻外卖自取，门前除雪防滑。
2.土豆紧：薯类限量，调订货，转推沙拉玉米饼干保毛利。
3.节促：按总部口径执行，更新物料话术，监控转化。",34
A012_PA_WY,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
请严格遵循：你的回复第一行必须是：Agent=A012_PA_WY | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A012_PA_WY | Round=34
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A012_PA_WY | Round=34
雪天缩短堂食、主推外卖，铲雪撒盐保安全；薯品限点大份/用沙拉替；按总部促销上物料与口播，高峰加1人，日跟转化。",34
A013_PA_WY,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
请严格遵循：你的回复第一行必须是：Agent=A013_PA_WY | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A013_PA_WY | Round=34
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A013_PA_WY | Round=34
大雪期缩短堂食时段、强化得来速与外送，压缩班次与时薪成本。
薯条限量售卖与替换配菜，严控库存损耗，动态调价申请。
严格执行节日促销陈列与话术，追踪转化与毛利反馈日报。",34
A014_PA_WY,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
请严格遵循：你的回复第一行必须是：Agent=A014_PA_WY | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A014_PA_WY | Round=34
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A014_PA_WY | Round=34
促销：张贴物料与前台提示，班前话术，日更转化反馈总部。
土豆紧缺：薯条限中份，烤土豆暂停售，引导换沙拉/辣椒。
大雪：缩短堂食时段，增外送人手，清雪防滑与弹性排班。",34
A015_PA_WY,"系统: （沿用既有规则；本回合额外：）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
（本回合：事件“总部节日促销口径”已生效；范围=All；促销周：请据实说明执行与反馈）
（本回合：事件“原材料（马铃薯）紧缺”已生效；范围=All；可能影响备货、售价或毛利，请据实描述）
（本回合：事件“PA大雪天气”已生效；范围=PA；请描述对客流/排班/营收的影响）
请严格遵循：你的回复第一行必须是：Agent=A015_PA_WY | Round=34。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A015_PA_WY | Round=34
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A015_PA_WY | Round=34
大雪缩短堂食时段，增得来速与外送班次，门前撒盐防滑。
薯条限购，主推沙拉/辣味牛肉汤替代，严控报废。
执行节日促销：培训话术陈列，日结反馈转化与毛利异动。",34
